state_index,bombs_0,bombs_1,bombs_2,bombs_3,bombs_4,bombs_5,bombs_6,bombs_7,bombs_8,bombs_9,coins_0,coins_1,coins_2,coins_3,coins_4,coins_5,coins_6,coins_7,coins_8,coins_9,tiles_0,tiles_1,tiles_10,tiles_11,tiles_12,tiles_13,tiles_14,tiles_15,tiles_16,tiles_17,tiles_18,tiles_19,tiles_2,tiles_20,tiles_21,tiles_22,tiles_23,tiles_24,tiles_3,tiles_4,tiles_5,tiles_6,tiles_7,tiles_8,tiles_9
11104,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11105,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11106,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11107,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11108,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11109,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11110,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11111,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11112,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11113,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11114,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11115,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11116,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11117,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11118,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11119,2,3,2,1,2,4,1,2,1,2,5,6,5,6,5,2,8,5,7,5,4,4,4,4,2,1,2,2,3,1,4,1,4,2,4,4,1,2,2,4,1,3,2,2,4
11120,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11121,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11122,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11123,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11124,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11125,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11126,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11127,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11128,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11129,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11130,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11131,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11132,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11133,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11134,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11135,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11136,2,2,2,1,3,1,2,0,3,4,4,5,8,7,4,6,6,10,4,2,4,1,1,2,3,1,3,4,2,4,2,4,3,2,4,4,4,4,1,1,1,4,2,3,4
11137,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11138,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11139,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11140,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11141,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11142,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11143,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11144,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11145,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11146,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11147,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11148,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11149,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11150,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11151,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11152,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11153,2,1,3,2,2,1,3,3,1,2,6,8,4,4,7,10,3,4,4,8,1,3,4,1,4,4,3,4,1,1,1,1,3,3,3,4,2,4,4,3,2,4,4,1,4
11154,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11155,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11156,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11157,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11158,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11159,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11160,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11161,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11162,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11163,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11164,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11165,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11166,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11167,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11168,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11169,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11170,1,1,4,2,2,3,2,1,2,2,6,8,1,7,7,4,9,6,3,7,1,4,1,1,4,3,1,1,1,4,1,4,4,3,3,1,4,4,4,3,4,3,4,3,3
11171,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11172,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11173,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11174,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11175,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11176,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11177,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11178,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11179,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11180,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11181,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11182,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11183,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11184,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11185,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11186,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11187,2,2,2,2,2,2,1,2,2,3,5,5,7,6,5,7,6,6,4,5,2,2,4,2,3,1,4,2,1,4,4,1,3,4,4,4,3,2,4,4,1,4,1,2,2
11188,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11189,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11190,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11191,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11192,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11193,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11194,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11195,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11196,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11197,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11198,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11199,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11200,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11201,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11202,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11203,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11204,3,3,2,1,1,3,0,3,1,3,4,4,5,7,8,5,7,4,8,4,4,4,4,4,3,4,1,2,3,1,2,4,4,4,4,4,1,3,3,2,2,1,1,1,2
11205,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11206,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11207,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11208,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11209,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11210,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11211,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11212,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11213,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11214,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11215,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11216,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11217,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11218,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11219,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11220,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11221,3,1,0,2,4,2,4,1,2,1,4,8,7,7,2,5,1,7,6,9,4,2,1,2,1,3,4,4,1,3,2,4,1,3,3,1,4,2,2,4,4,4,1,4,4
11222,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11223,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11224,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11225,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11226,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11227,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11228,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11229,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11230,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11231,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11232,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11233,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11234,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11235,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11236,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11237,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11238,2,2,1,2,3,0,2,3,2,3,7,5,8,5,4,9,5,4,7,4,1,3,3,4,4,1,4,3,4,1,4,3,1,4,1,3,4,4,3,1,4,1,3,1,4
11239,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11240,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11241,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11242,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11243,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11244,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11245,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11246,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11247,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11248,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11249,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
11250,2,2,1,3,2,2,2,3,1,2,4,6,8,4,6,6,5,2,9,6,1,3,1,4,1,4,4,2,4,3,1,3,2,4,2,2,4,2,4,4,4,1,4,3,1
